URL,age,default,balance,housing,loan,day,duration,campaign,pdays,previous,label
552,34,0,-228,1,0,20,187,3,332,3,1
553,63,0,2747,0,0,11,113,1,80,1,1
554,42,0,1932,1,0,16,192,32,-1,0,1
555,43,0,11269,0,0,29,92,1,-1,0,1
556,37,0,1314,1,0,8,682,2,85,7,1
557,55,0,2275,0,0,25,139,9,-1,0,1
558,43,0,1304,0,0,6,501,2,-1,0,0
559,41,1,720,0,1,24,651,1,-1,0,0
560,47,0,2914,1,0,18,405,13,-1,0,1
561,34,0,1464,1,0,23,350,1,-1,0,1
562,28,0,11555,0,0,8,125,2,-1,0,1
563,36,0,-302,1,0,13,36,2,-1,0,1
564,50,0,2497,1,0,21,35,1,176,1,1
565,35,0,-339,1,0,8,389,2,-1,0,1
566,40,0,56,1,1,29,194,1,247,1,1
567,26,0,211,0,0,29,168,3,-1,0,1
568,36,0,3611,1,0,4,347,3,-1,0,1
569,59,0,0,0,0,30,3025,2,-1,0,1
570,28,0,459,0,0,16,83,13,-1,0,1
571,46,0,242,1,0,9,332,2,-1,0,1
572,50,0,1138,0,0,14,219,10,-1,0,1
573,53,0,1319,1,0,16,427,1,150,1,1
574,81,0,1,0,0,19,65,5,-1,0,1
575,35,0,67,1,0,5,192,2,-1,0,1
576,58,0,937,0,0,5,155,1,-1,0,1
577,44,0,0,1,1,11,161,1,-1,0,1
578,38,0,-558,1,0,21,533,1,-1,0,1
579,49,0,171,0,0,4,19,3,175,2,1
580,33,0,696,0,1,5,193,1,176,8,1
581,29,0,361,1,1,28,819,3,-1,0,1
582,28,0,227,0,0,30,278,1,-1,0,0
583,31,0,236,1,1,4,211,3,-1,0,1
584,33,0,-53,0,0,29,617,2,-1,0,1
585,52,0,192,1,0,23,61,2,-1,0,1
586,43,0,38,1,0,25,197,6,-1,0,1
587,32,0,518,1,0,18,34,7,-1,0,1
588,36,0,16,1,1,18,95,4,-1,0,1
589,41,0,-256,1,0,3,147,2,-1,0,1
590,43,0,105,0,1,4,668,2,-1,0,1
591,45,0,334,0,0,5,87,2,-1,0,1
592,39,0,1048,0,1,21,405,1,-1,0,1
593,41,0,108,1,1,13,83,7,-1,0,1
594,31,0,660,0,0,22,115,1,-1,0,1
595,37,1,0,1,0,10,108,1,-1,0,1
596,28,0,1034,0,0,29,113,1,-1,0,1
597,47,0,201,1,0,7,58,2,382,1,1
598,37,0,189,0,0,8,148,4,-1,0,1
599,60,0,-49,1,0,29,188,1,261,2,1
600,43,0,1413,1,0,28,75,3,-1,0,1
601,58,0,264,1,1,8,523,3,-1,0,1
602,52,0,54,1,1,18,103,1,-1,0,1
603,50,0,12519,1,0,17,146,2,147,4,1
604,32,0,2881,0,0,2,356,1,-1,0,0
605,42,0,0,1,0,17,71,1,-1,0,1
606,31,0,88,1,1,8,189,2,-1,0,1
607,28,0,1020,1,0,28,251,1,-1,0,1
608,36,0,119,0,0,23,127,8,-1,0,1
609,51,0,1594,0,0,4,197,1,-1,0,1
610,46,0,342,1,1,5,84,1,-1,0,1
611,50,0,72,0,0,8,141,2,-1,0,1
612,32,0,14,1,0,2,171,1,-1,0,1
613,26,0,81,0,0,21,262,3,-1,0,1
614,41,0,231,0,0,7,352,2,-1,0,0
615,39,0,1161,1,0,9,236,1,336,1,1
616,31,0,-45,1,0,2,184,1,-1,0,1
617,28,0,231,1,1,25,568,2,-1,0,1
618,31,0,36,0,0,27,105,2,-1,0,1
619,30,0,1570,1,0,26,260,1,-1,0,1
620,35,0,7050,0,0,11,222,3,182,4,0
621,33,0,3704,1,0,6,447,2,-1,0,1
622,30,0,6619,1,0,21,239,8,-1,0,1
623,32,0,-84,1,0,11,426,1,-1,0,1
624,40,0,1509,0,0,12,333,1,58,3,1
625,31,0,1134,0,0,6,174,2,-1,0,1
626,36,0,146,1,1,15,284,2,-1,0,1
627,33,0,9449,1,0,8,428,1,-1,0,1
628,57,0,374,1,1,16,236,1,-1,0,1
629,45,0,88,0,0,29,150,2,-1,0,1
630,59,0,2764,0,0,24,237,1,206,2,1
631,30,0,2,1,1,25,1031,8,-1,0,0
632,33,0,8023,0,0,30,107,1,105,3,1
633,52,0,289,1,0,21,45,13,-1,0,1
634,83,0,0,0,0,18,140,10,-1,0,1
635,58,0,1382,0,0,9,700,1,-1,0,0
636,33,1,280,0,1,18,155,1,-1,0,1
637,41,0,2195,1,0,3,211,5,-1,0,1
638,31,0,33,0,0,6,165,4,-1,0,1
639,35,0,275,0,1,10,144,5,-1,0,1
640,27,0,703,1,0,5,590,3,-1,0,0
641,57,0,887,0,0,20,43,8,-1,0,1
642,56,0,0,0,0,20,471,2,-1,0,1
643,53,0,1178,1,0,15,295,2,-1,0,1
644,39,0,2763,1,0,2,526,2,-1,0,0
645,32,0,890,1,1,28,27,10,-1,0,1
646,46,0,548,0,0,12,1181,4,-1,0,0
647,56,0,272,0,0,26,103,2,-1,0,1
648,46,0,6269,1,0,18,249,3,112,2,1
649,29,0,178,1,0,5,231,4,-1,0,1
650,60,0,252,1,1,13,123,2,147,3,1
651,33,0,23663,1,0,16,199,2,146,2,1
652,27,0,81,0,0,5,197,1,199,3,1
653,50,0,59,1,0,28,67,2,-1,0,1
654,45,0,1343,0,1,8,220,1,-1,0,1
655,58,0,225,0,0,7,122,6,-1,0,1
656,59,0,0,1,0,26,104,7,-1,0,1
657,58,0,2538,1,0,31,307,6,-1,0,1
658,64,0,43,0,0,11,117,1,91,1,1
659,47,0,57,0,0,5,253,1,342,1,1
660,40,0,-117,1,0,17,770,2,-1,0,1
661,36,0,666,1,1,3,190,1,133,1,1
662,28,0,0,1,0,16,767,5,-1,0,0
663,38,0,25,1,0,1,232,2,-1,0,0
664,53,0,1034,1,0,19,854,2,170,3,1
665,46,0,324,1,0,30,293,6,-1,0,1
666,54,0,0,0,0,16,986,1,94,8,1
667,32,0,0,0,0,19,66,1,-1,0,1
668,55,0,621,0,1,2,114,1,208,1,1
669,55,0,138,0,0,17,205,1,-1,0,1
670,56,0,4063,0,1,28,31,4,-1,0,1
671,40,0,11084,0,0,11,113,1,-1,0,1
672,44,0,310,1,0,6,200,1,253,1,1
673,32,0,73,1,0,21,158,1,135,1,1
674,33,0,1808,1,0,4,99,4,-1,0,1
675,41,0,1281,0,0,31,45,3,-1,0,1
676,37,0,64,1,0,12,239,4,278,2,1
677,58,0,2,1,0,11,168,3,-1,0,1
678,52,0,60,0,1,26,196,2,-1,0,1
679,49,0,133,0,0,11,319,6,-1,0,1
680,44,0,3706,0,0,17,209,3,-1,0,1
681,28,0,174,0,0,28,184,1,-1,0,1
682,31,0,251,0,1,29,156,2,-1,0,1
683,37,0,4153,1,0,31,35,16,-1,0,1
684,30,0,985,1,0,19,88,2,-1,0,1
685,28,0,168,0,0,1,347,3,140,2,0
686,46,0,1550,1,0,16,126,2,149,8,1
687,47,0,7708,1,0,21,157,5,-1,0,1
688,35,0,-12,1,0,12,212,5,-1,0,1
689,80,0,6483,0,0,19,123,1,-1,0,1
690,30,0,60,1,1,7,306,5,-1,0,1
691,55,0,3339,1,0,2,63,1,-1,0,1
692,22,0,1161,0,1,16,119,1,-1,0,1
693,33,0,599,1,0,21,29,1,-1,0,1
694,53,0,28,0,0,31,117,2,-1,0,1
695,49,0,1430,0,0,18,231,2,-1,0,1
696,51,0,35,0,1,8,123,4,-1,0,1
697,41,0,6000,1,0,18,265,1,-1,0,1
698,34,0,0,1,0,15,144,1,-1,0,1
699,36,0,340,0,1,16,559,3,-1,0,1
700,35,0,0,0,0,5,74,1,168,4,1
701,29,0,3,1,0,10,183,1,-1,0,1
702,40,0,445,1,0,24,631,1,-1,0,1
703,32,0,874,0,0,12,1282,6,-1,0,0
704,48,0,705,0,0,13,108,2,-1,0,1
705,59,0,1033,0,0,11,1199,1,-1,0,0
706,35,0,1354,1,0,23,736,2,-1,0,0
707,33,0,123,0,0,19,264,1,-1,0,1
708,55,0,8894,0,0,11,262,1,-1,0,1
709,41,0,429,1,0,13,244,1,-1,0,1
710,42,0,14752,0,0,19,107,2,-1,0,1
711,46,0,67,0,0,24,9,1,-1,0,1
712,35,0,39,0,0,31,149,2,-1,0,1
713,28,0,102,0,0,28,321,2,-1,0,1
714,25,0,1790,0,0,17,224,1,322,3,1
715,56,0,15311,0,0,29,157,6,-1,0,1
716,30,0,-635,0,0,25,250,1,-1,0,1
717,45,0,115,0,0,11,209,4,-1,0,1
718,40,0,10786,0,0,20,111,3,-1,0,1
719,40,0,498,1,0,8,55,2,298,4,1
720,39,0,1045,1,1,9,290,13,-1,0,1
721,48,0,810,0,0,6,383,1,-1,0,1
722,31,0,-162,1,0,18,380,1,-1,0,1
723,32,0,55,0,0,2,124,3,-1,0,1
724,34,0,586,1,1,8,224,2,-1,0,1
725,26,0,455,0,0,29,240,1,182,8,1
726,31,0,1010,1,0,15,385,3,364,9,1
727,37,0,509,1,0,6,133,1,-1,0,1
728,29,0,2929,0,0,11,91,1,-1,0,1
729,57,0,3071,1,1,7,63,3,-1,0,1
730,47,0,153,1,0,18,192,2,-1,0,1
731,38,0,1146,1,0,21,91,2,-1,0,1
732,48,0,1092,0,1,18,79,1,172,8,1
733,50,0,3463,0,1,28,96,1,-1,0,0
734,33,0,1158,1,0,20,25,2,-1,0,1
735,28,0,26,1,0,7,227,2,-1,0,1
736,30,0,566,0,0,5,110,1,-1,0,1
737,52,0,204,0,0,7,134,2,-1,0,1
738,36,0,480,0,0,20,213,1,-1,0,0
739,36,0,1855,1,0,4,75,1,273,1,1
740,46,0,1034,0,0,8,109,2,-1,0,1
741,57,0,3250,0,0,20,162,3,-1,0,1
742,28,0,1633,0,0,5,275,1,-1,0,0
743,46,0,0,1,0,22,154,1,124,1,1
744,55,0,3334,0,0,14,632,4,-1,0,0
745,33,0,4020,1,1,15,251,1,-1,0,1
746,53,0,66,0,1,8,141,1,-1,0,1
747,41,0,-41,1,1,3,154,1,-1,0,1
748,60,0,322,1,0,7,63,1,-1,0,1
749,35,0,2643,0,1,8,259,1,-1,0,1
750,43,0,49,1,0,9,100,1,-1,0,1
751,57,0,1,0,0,15,17,10,-1,0,1
752,46,0,3098,1,0,21,192,9,-1,0,1
753,31,0,352,1,0,19,97,9,-1,0,1
754,53,0,65,0,0,25,41,2,-1,0,1
755,35,0,1949,1,0,2,200,3,-1,0,1
756,32,0,739,1,0,20,91,3,-1,0,1
757,48,0,1167,1,1,1,264,1,-1,0,0
758,50,0,231,1,0,21,397,2,-1,0,1
759,40,0,1136,1,0,21,86,1,-1,0,1
760,42,0,233,0,0,5,446,1,-1,0,1
761,59,0,817,0,0,9,304,1,-1,0,1
762,27,0,1128,1,0,30,88,4,-1,0,1
763,32,0,1831,1,0,20,86,2,-1,0,1
764,35,0,450,1,0,13,63,1,-1,0,1
765,28,0,0,1,0,5,335,2,281,8,1
766,37,0,414,0,0,29,293,2,162,4,1
767,57,0,1052,1,0,13,227,4,-1,0,1
768,42,0,1022,1,0,5,146,2,-1,0,1
769,55,0,343,1,0,14,276,3,-1,0,1
770,52,0,1944,1,0,15,238,3,323,2,1
771,26,0,-32,1,1,31,14,6,-1,0,1
772,52,0,1781,1,0,19,144,2,-1,0,1
773,26,0,350,0,0,8,367,1,-1,0,1
774,33,0,2,1,0,16,132,1,-1,0,1
775,24,0,111,1,1,27,42,4,-1,0,1
776,37,0,168,1,0,5,227,1,-1,0,1
777,28,0,3,0,0,18,40,8,349,6,1
778,30,0,102,1,0,7,614,2,-1,0,1
779,33,0,0,1,0,15,270,1,-1,0,1
780,55,0,159,0,0,4,15,1,-1,0,1
781,33,0,1134,1,0,23,304,2,-1,0,1
782,42,0,352,1,0,11,79,3,-1,0,1
783,37,0,865,1,0,3,101,1,-1,0,1
784,59,0,179,1,0,5,55,3,-1,0,1
785,27,0,5,1,0,19,205,3,-1,0,1
786,23,1,-230,1,0,18,259,2,-1,0,1
787,51,0,0,0,0,13,60,2,-1,0,1
788,50,0,3924,1,0,20,122,2,-1,0,1
789,43,0,764,1,0,14,557,5,-1,0,1
790,37,0,511,1,0,11,42,1,-1,0,1
791,34,0,4348,1,0,28,373,8,-1,0,1
792,41,0,3016,1,0,14,80,3,-1,0,1
793,26,0,279,0,0,7,239,3,-1,0,1
794,49,0,1405,0,0,8,29,1,-1,0,1
795,29,0,908,1,0,20,1663,1,-1,0,0
796,30,0,162,1,0,20,186,4,-1,0,1
797,38,0,792,0,0,6,430,1,-1,0,1
798,58,0,111,0,0,24,58,2,-1,0,1
799,34,0,1281,0,0,25,279,1,117,1,1
800,53,0,1012,1,0,28,332,2,-1,0,1
801,50,0,2881,0,0,5,510,2,2,5,1
802,30,0,445,1,0,16,218,1,330,2,1
803,40,0,643,1,0,17,74,2,256,1,1
804,57,0,254,0,0,8,676,1,-1,0,1
805,40,0,-1212,1,0,15,1259,2,333,18,1
806,41,0,2125,1,1,21,285,3,116,4,1
807,53,0,629,1,0,8,298,1,-1,0,1
808,48,0,-202,1,1,30,225,4,-1,0,1
809,32,0,271,1,0,13,80,2,268,2,1
810,34,0,703,1,0,14,342,1,-1,0,0
811,46,0,-216,1,0,28,404,3,-1,0,1
812,45,0,88,0,1,7,332,1,-1,0,1
813,51,0,16,1,0,30,158,1,-1,0,1
814,31,0,466,1,0,14,164,1,-1,0,1
815,47,0,-75,1,0,4,57,1,247,1,1
816,32,0,456,0,0,12,121,1,-1,0,1
817,41,0,77,1,0,7,56,1,-1,0,1
818,37,0,-244,0,0,3,178,1,-1,0,1
819,27,0,1209,0,0,29,283,1,-1,0,1
820,27,0,58,1,0,7,113,1,337,2,1
821,50,1,421,0,0,20,22,5,-1,0,1
822,31,0,112,1,0,2,159,2,271,1,1
823,40,0,13669,0,0,15,138,1,136,8,1
824,43,0,1429,1,0,19,1015,1,198,2,0
825,39,0,794,0,0,2,182,1,-1,0,1
826,31,0,1957,0,0,4,112,3,-1,0,1
827,48,0,454,1,0,10,114,1,-1,0,1
828,32,0,882,0,1,29,80,8,-1,0,1
829,47,0,168,1,0,30,66,1,241,1,1
830,35,0,714,1,0,26,135,22,-1,0,1
831,42,0,0,0,0,7,99,1,-1,0,1
832,47,0,1996,0,0,5,761,2,-1,0,0
833,59,0,163,0,0,24,464,1,-1,0,1
834,38,0,3190,1,0,20,20,2,-1,0,1
835,50,0,1772,0,0,29,206,4,-1,0,1
836,27,0,-151,0,0,8,283,2,-1,0,1
837,55,0,16,0,0,20,64,1,-1,0,1
838,39,0,7066,1,0,15,667,3,357,3,0
839,31,0,454,0,0,4,73,3,-1,0,1
840,37,0,4798,1,0,20,156,2,-1,0,1
841,28,1,-298,1,0,3,559,7,-1,0,1
842,42,0,439,0,0,20,143,2,-1,0,1
843,40,0,1927,1,0,15,62,1,-1,0,1
844,59,0,671,1,1,29,219,2,259,5,1
845,40,0,65,1,0,15,15,3,-1,0,1
846,43,0,-932,1,0,16,567,1,-1,0,1
847,38,0,4366,1,0,29,188,2,-1,0,1
848,54,0,0,1,0,11,159,2,-1,0,1
849,41,0,4900,1,0,31,121,2,-1,0,1
850,55,0,976,0,0,28,345,1,94,3,0
851,33,0,148,0,0,20,717,1,-1,0,1
852,46,0,5,0,0,18,71,3,-1,0,1
853,36,0,-148,0,0,18,144,2,-1,0,1
854,48,0,113,0,1,22,38,1,-1,0,1
855,42,0,-105,1,0,28,60,2,-1,0,1
856,46,0,624,0,0,17,336,2,183,2,0
857,49,1,-1680,1,1,27,92,4,-1,0,1
858,36,0,-461,0,0,11,254,2,353,1,1
859,34,0,144,1,1,14,104,1,85,19,1
860,51,0,4,1,1,20,74,5,-1,0,1
861,58,0,309,0,0,19,156,2,-1,0,1
862,48,0,866,0,0,29,146,2,-1,0,1
863,41,0,1020,1,0,19,882,1,-1,0,0
864,49,0,489,1,0,27,84,4,-1,0,1
865,43,0,8167,1,0,19,114,2,-1,0,1
866,32,0,-255,0,1,2,957,3,-1,0,1
867,54,0,3671,0,0,11,67,3,-1,0,1
868,33,0,636,1,0,9,211,11,-1,0,1
869,35,0,141,1,0,19,299,2,-1,0,1
870,56,0,150,1,1,11,102,6,349,1,1
871,57,0,839,0,1,5,225,1,-1,0,1
872,31,0,26965,0,0,21,654,2,-1,0,0
873,33,0,716,1,0,14,234,2,-1,0,1
874,29,0,2485,0,0,24,48,6,-1,0,1
875,38,0,15030,1,0,13,167,1,174,7,1
876,37,0,11303,0,0,26,500,2,-1,0,1
877,33,0,595,0,0,7,22,2,-1,0,1
878,30,0,19358,0,0,19,258,2,-1,0,1
879,31,0,203,0,1,19,177,1,-1,0,1
880,28,0,183,1,1,28,62,2,-1,0,1
881,26,0,255,0,0,30,457,1,80,1,0
882,31,0,102,1,0,17,460,2,345,2,1
883,50,0,94,1,0,22,184,4,-1,0,1
884,45,0,58,1,0,13,119,3,371,3,1
885,48,0,606,0,0,5,77,6,-1,0,1
886,41,0,0,0,1,23,107,1,-1,0,1
887,60,0,65,1,0,9,1028,2,-1,0,0
888,41,0,338,1,0,14,87,1,-1,0,1
889,43,0,757,1,0,9,315,4,-1,0,1
890,36,0,9269,1,1,19,107,2,-1,0,1
891,40,0,1206,0,1,16,201,5,-1,0,1
892,28,0,882,0,1,29,94,1,205,2,1
893,27,0,5291,0,0,12,192,2,92,2,0
894,49,0,61,1,0,29,185,2,246,1,1
895,37,0,0,1,0,17,77,1,-1,0,1
896,31,0,1407,1,0,6,142,3,-1,0,1
897,31,1,25,0,0,2,381,1,-1,0,1
898,31,0,1354,1,1,17,222,2,-1,0,1
899,35,0,793,1,0,17,106,1,-1,0,1
900,51,0,10287,1,0,29,117,1,-1,0,1
901,33,0,5235,0,0,7,67,3,-1,0,1
902,30,0,3,1,0,6,45,2,169,2,1
903,58,0,409,0,1,14,643,2,-1,0,1
904,34,0,35,1,0,15,76,1,69,2,1
905,45,0,-459,0,0,21,508,6,-1,0,1
906,28,0,198,0,0,5,128,2,-1,0,0
907,31,0,99,1,0,17,193,2,322,1,1
908,40,0,60,0,0,16,172,6,-1,0,1
909,30,0,3485,0,0,2,142,2,-1,0,1
910,34,0,-139,1,1,27,492,2,-1,0,1
911,40,0,952,0,1,12,140,1,-1,0,1
912,59,0,1427,0,0,18,140,2,-1,0,1
913,43,0,1017,1,0,19,257,2,-1,0,1
914,41,0,-29,0,0,29,41,2,266,2,1
915,33,0,9,0,0,21,91,2,-1,0,1
916,33,0,4040,1,0,20,132,2,-1,0,1
917,36,0,13,0,0,3,284,1,-1,0,1
918,32,0,1259,0,0,25,184,2,-1,0,1
919,25,0,18,1,0,18,225,1,-1,0,1
920,25,0,-76,1,0,12,241,3,-1,0,1
921,38,0,221,0,0,20,79,3,-1,0,1
922,34,0,136,1,0,22,156,1,-1,0,1
923,67,0,16353,0,0,27,223,2,-1,0,1
924,32,0,-63,1,0,30,198,1,-1,0,1
925,45,0,7353,0,0,13,536,2,-1,0,1
926,33,0,511,1,0,21,304,2,-1,0,1
927,38,0,3913,1,0,20,196,2,315,2,1
928,32,0,1097,1,0,12,298,2,-1,0,1
929,54,0,6102,1,1,21,86,6,-1,0,1
930,51,0,340,1,0,8,186,1,-1,0,1
931,42,0,-119,1,0,22,167,3,-1,0,1
932,41,0,2993,1,0,22,24,12,-1,0,1
933,39,0,3575,0,1,18,74,3,-1,0,1
934,38,0,361,1,0,11,601,1,-1,0,1
935,39,0,1072,1,0,27,1168,2,-1,0,1
936,46,0,2904,0,0,20,277,2,-1,0,1
937,50,0,1790,0,1,6,748,3,-1,0,1
938,33,0,86,1,0,19,364,1,-1,0,1
939,37,0,1633,1,0,19,229,3,-1,0,1
940,31,0,8312,0,0,29,43,13,-1,0,1
941,34,0,172,0,0,15,177,1,-1,0,0
942,34,0,0,1,0,7,262,1,99,2,0
943,36,0,222,1,0,6,317,1,169,2,1
944,40,0,109,0,0,20,402,22,-1,0,1
945,40,0,1451,0,0,1,314,1,-1,0,0
946,41,0,1066,0,0,11,109,3,-1,0,0
947,52,0,3163,0,0,25,56,6,-1,0,1
948,40,0,888,1,0,12,169,2,-1,0,1
949,48,0,428,1,0,18,127,1,-1,0,1
950,33,0,106,0,0,20,175,3,-1,0,1
951,44,0,0,0,0,12,56,2,-1,0,1
952,55,0,979,0,1,8,123,1,-1,0,1
953,51,0,2662,0,0,28,148,2,-1,0,1
954,34,0,84,0,0,5,231,1,-1,0,1
955,58,0,5920,1,0,23,255,1,-1,0,1
956,39,0,816,1,0,27,37,3,-1,0,1
957,27,0,3276,0,0,5,106,1,110,2,1
958,55,0,2,1,0,19,95,1,-1,0,1
959,35,0,-51,0,0,2,134,2,-1,0,1
960,37,0,3315,1,0,9,820,2,-1,0,1
961,52,0,196,1,1,24,116,1,273,3,1
962,41,0,552,1,0,12,463,1,-1,0,1
963,52,0,2347,0,1,12,603,3,-1,0,1
964,34,0,3723,1,0,27,47,5,-1,0,1
965,53,0,255,0,0,19,126,1,-1,0,1
966,33,0,3143,0,0,29,421,2,-1,0,0
967,47,0,0,0,0,26,174,8,-1,0,1
968,35,0,6411,1,1,30,144,1,266,2,1
969,33,0,1909,0,0,8,191,2,-1,0,1
970,55,0,3873,0,0,21,222,1,-1,0,1
971,58,0,1013,1,0,11,206,1,461,1,0
972,44,0,262,1,0,9,74,1,-1,0,1
973,25,0,3217,1,0,28,24,1,-1,0,1
974,37,0,5436,1,0,6,7,11,351,1,1
975,41,0,2067,1,0,15,493,7,-1,0,1
976,34,0,215,0,0,3,350,3,-1,0,0
977,36,0,1594,0,0,6,250,3,-1,0,1
978,44,0,134,0,0,28,86,4,-1,0,1
979,34,0,262,0,0,20,371,1,-1,0,1
980,56,0,3021,0,0,9,419,2,-1,0,1
981,43,0,388,1,0,8,2087,2,-1,0,0
982,28,0,3412,1,0,15,22,4,-1,0,1
983,54,0,1291,1,0,5,266,1,-1,0,1
984,37,0,79,0,0,21,191,1,-1,0,1
985,59,0,2013,0,0,19,222,4,94,2,0
986,58,0,543,0,1,17,264,3,-1,0,1
987,56,0,1016,1,0,9,184,5,-1,0,1
988,32,0,604,0,1,28,95,3,-1,0,1
989,42,0,525,0,0,13,127,2,-1,0,1
990,52,0,353,0,0,31,395,4,-1,0,1
991,46,0,964,1,0,8,174,1,-1,0,1
992,37,0,3913,1,0,27,124,1,-1,0,0
993,39,0,879,1,0,26,102,2,-1,0,1
994,31,0,314,1,0,17,279,1,-1,0,1
995,59,0,0,0,0,27,76,11,-1,0,1
996,38,0,1370,1,0,11,472,2,-1,0,1
997,58,0,37,0,0,18,84,11,-1,0,1
998,34,0,673,1,1,20,271,1,184,1,1
999,40,0,-342,1,0,26,754,1,-1,0,1
1000,20,0,291,0,0,11,172,5,371,5,1
1001,34,0,209,1,1,8,375,2,-1,0,1
1002,31,0,438,1,0,12,130,2,-1,0,1
1003,39,0,1242,1,0,12,303,3,-1,0,1
1004,34,0,355,1,0,16,261,1,-1,0,1
1005,24,0,204,1,1,17,229,3,-1,0,1
1006,41,0,10758,1,0,1,288,1,-1,0,1
1007,40,0,5,1,0,18,219,3,-1,0,1
1008,45,0,410,1,0,30,891,4,-1,0,0
1009,36,0,605,1,0,26,204,1,-1,0,1
1010,53,0,4,0,0,20,19,6,-1,0,1
1011,23,0,8494,0,0,25,158,2,-1,0,1
1012,42,0,198,1,0,8,314,1,-1,0,1
1013,48,0,841,1,0,19,215,1,-1,0,1
1014,34,0,8,0,0,25,169,4,-1,0,1
1015,36,0,470,1,0,31,101,4,-1,0,1
1016,43,0,520,1,0,20,15,13,-1,0,1
1017,36,0,439,1,0,21,260,5,-1,0,1
1018,49,0,-454,1,0,14,558,1,-1,0,0
1019,55,0,466,0,0,17,287,4,-1,0,1
1020,53,0,665,1,0,22,371,2,-1,0,0
1021,42,0,994,1,0,11,149,1,78,5,0
1022,45,0,5346,1,1,21,187,1,-1,0,0
1023,31,0,1243,1,0,21,32,1,-1,0,1
1024,32,0,0,1,0,5,138,1,-1,0,1
1025,36,0,2357,1,0,17,228,2,-1,0,1
1026,56,0,1044,0,0,3,353,2,-1,0,0
1027,46,0,1069,1,0,8,45,2,-1,0,1
1028,41,0,231,0,0,9,76,2,-1,0,1
1029,31,0,0,1,1,6,144,2,-1,0,1
1030,32,0,266,1,0,19,168,2,-1,0,1
1031,38,0,-70,1,0,30,140,1,2,3,1
1032,49,0,25824,0,0,17,94,1,-1,0,1
1033,46,0,538,0,0,17,118,3,-1,0,1
1034,29,0,534,1,0,18,382,1,-1,0,1
1035,36,0,2323,0,0,19,111,1,-1,0,1
1036,38,0,1852,1,0,15,298,2,-1,0,1
1037,53,0,2647,1,0,30,121,1,-1,0,1
1038,43,0,2767,1,0,15,317,7,-1,0,1
1039,41,0,176,1,1,5,42,1,-1,0,1
1040,42,0,9720,0,0,5,81,2,-1,0,1
1041,55,0,1613,1,0,3,296,1,270,3,0
1042,39,0,2903,1,1,25,259,2,-1,0,1
1043,30,0,81,1,0,6,121,6,112,3,1
1044,41,0,780,1,0,15,432,3,-1,0,1
1045,44,0,178,0,0,8,126,2,-1,0,1
1046,58,0,299,0,0,16,120,4,-1,0,1
1047,35,0,285,1,0,29,136,1,-1,0,1
1048,27,0,872,1,0,17,1130,3,-1,0,1
1049,34,0,1337,0,0,17,330,2,127,3,0
1050,25,0,72,1,0,23,305,2,-1,0,1
1051,36,0,0,0,0,20,332,3,-1,0,1
1052,38,0,-388,1,0,9,412,1,-1,0,1
1053,30,0,11,1,0,11,157,1,-1,0,1
1054,47,1,-535,1,0,30,71,2,-1,0,1
1055,41,0,787,1,0,8,297,2,-1,0,1
1056,36,0,3343,0,0,18,307,1,-1,0,1
1057,63,0,3904,0,0,4,250,2,187,2,0
1058,23,0,736,1,0,30,119,1,-1,0,1
1059,32,0,1390,0,0,7,116,2,-1,0,1
1060,57,0,808,0,0,7,274,1,-1,0,1
1061,48,0,1147,0,0,5,389,1,64,2,0
1062,49,0,1122,0,0,4,143,1,-1,0,1
1063,50,0,-568,1,1,28,860,2,-1,0,1
1064,33,0,1165,1,0,21,420,2,-1,0,1
1065,53,0,-905,1,0,28,213,1,-1,0,1
1066,30,0,0,1,0,18,756,1,-1,0,1
1067,38,0,740,0,0,7,259,3,-1,0,1
1068,44,0,8262,1,0,23,201,16,-1,0,1
1069,39,0,14,1,1,13,19,9,-1,0,1
1070,45,0,7108,1,1,18,53,1,172,3,1
1071,36,0,1049,1,0,14,224,4,-1,0,0
1072,38,0,0,1,0,13,57,5,349,1,1
1073,36,0,419,1,0,30,251,1,-1,0,1
1074,30,0,726,1,0,16,39,1,342,3,1
1075,28,0,594,1,1,18,54,3,-1,0,1
1076,26,0,454,1,1,23,28,18,-1,0,1
1077,54,0,2206,0,0,12,104,1,99,2,0
1078,38,0,1988,0,0,27,164,2,130,2,0
1079,32,0,0,0,0,7,268,2,-1,0,1
1080,50,0,202,0,1,17,148,1,-1,0,1
1081,43,0,667,1,0,7,228,3,-1,0,1
1082,48,0,112,0,0,18,139,5,-1,0,1
1083,57,0,50,0,0,18,89,3,-1,0,1
1084,64,0,768,0,0,15,250,2,182,1,1
1085,26,0,74,1,0,23,106,6,-1,0,1
1086,33,0,661,1,0,18,968,1,-1,0,0
1087,50,0,3025,0,1,6,168,3,-1,0,1
1088,47,0,751,0,0,24,408,14,-1,0,1
1089,39,0,416,0,0,23,56,4,-1,0,1
1090,52,0,14,0,1,28,55,5,-1,0,1
1091,31,0,-502,1,0,29,76,4,-1,0,1
1092,50,0,0,0,0,11,72,5,-1,0,1
1093,47,0,599,1,0,13,99,3,-1,0,1
1094,30,0,-218,1,0,27,13,15,-1,0,1
1095,32,0,1012,0,0,14,178,1,-1,0,1
1096,36,0,300,0,0,9,287,1,-1,0,1
1097,46,0,217,1,0,14,141,1,346,2,1
1098,45,0,2096,0,0,21,127,1,100,2,1
1099,37,0,0,0,0,4,69,2,-1,0,1
