URL,age,balance,day,duration,campaign,pdays,previous,label
11181,49,997,18,118,1,-1,0,0
11182,39,2310,18,104,1,-1,0,0
11183,37,0,18,236,1,-1,0,0
11184,49,1401,18,300,1,-1,0,0
11185,54,5048,18,163,1,-1,0,0
11186,48,0,18,103,1,-1,0,0
11187,37,0,18,187,1,-1,0,0
11188,41,11008,18,1540,1,-1,0,1
11189,49,332,18,163,2,-1,0,0
11190,46,179,18,129,1,-1,0,0
11191,55,761,18,67,1,-1,0,0
11192,38,889,18,362,1,-1,0,0
11193,42,4930,18,973,1,-1,0,1
11194,42,-813,18,36,4,-1,0,0
11195,37,2087,18,167,1,-1,0,0
11196,60,0,18,138,1,-1,0,0
11197,59,0,18,1009,1,-1,0,0
11198,47,490,18,55,10,-1,0,0
11199,48,5173,18,88,8,-1,0,0
11200,48,5348,18,105,1,-1,0,0
11201,37,603,18,339,2,-1,0,0
11202,36,755,18,355,1,-1,0,0
11203,47,829,18,466,2,-1,0,0
11204,37,2235,18,94,1,-1,0,0
11205,60,3,18,227,1,-1,0,0
11206,38,722,18,65,1,-1,0,0
11207,47,414,18,387,1,-1,0,0
11208,56,389,18,379,5,-1,0,0
11209,51,167,18,205,4,-1,0,0
11210,37,-224,18,332,2,-1,0,0
11211,48,0,18,71,1,-1,0,0
11212,39,6497,18,567,1,-1,0,0
11213,44,1025,18,200,1,-1,0,0
11214,35,1201,18,537,1,-1,0,1
11215,44,17361,18,476,1,-1,0,0
11216,58,0,18,290,2,-1,0,0
11217,56,616,18,1812,1,-1,0,0
11218,45,959,18,74,1,-1,0,0
11219,50,1019,18,76,1,-1,0,0
11220,57,1172,18,26,1,-1,0,0
11221,59,5744,18,632,1,-1,0,0
11222,58,3768,18,316,1,-1,0,0
11223,58,1274,18,35,7,-1,0,0
11224,46,2870,18,52,6,-1,0,0
11225,50,753,18,59,2,-1,0,0
11226,52,9,18,243,1,-1,0,0
11227,44,2283,18,81,2,-1,0,0
11228,59,1245,18,205,2,-1,0,0
11229,54,1194,18,58,3,-1,0,0
11230,39,-186,18,320,3,-1,0,0
11231,48,17957,18,700,7,-1,0,0
11232,48,0,18,453,1,-1,0,0
11233,44,1872,18,146,3,-1,0,0
11234,56,773,18,345,1,-1,0,0
11235,32,7419,18,248,29,-1,0,0
11236,53,517,18,188,2,-1,0,0
11237,36,90,18,166,3,-1,0,0
11238,55,0,18,324,2,-1,0,0
11239,44,4330,18,16,9,-1,0,0
11240,51,440,18,392,1,-1,0,0
11241,48,1800,18,103,1,-1,0,0
11242,56,486,18,577,4,-1,0,0
11243,47,2443,18,422,1,-1,0,0
11244,53,235,18,112,3,-1,0,0
11245,47,0,18,308,1,-1,0,0
11246,52,1147,18,43,1,-1,0,0
11247,44,-448,18,149,2,-1,0,0
11248,60,1336,18,324,1,-1,0,0
11249,59,337,18,100,4,-1,0,0
11250,35,1476,18,209,12,-1,0,0
11251,37,2128,18,105,1,-1,0,0
11252,41,707,18,707,1,-1,0,1
11253,33,4,18,625,2,-1,0,1
11254,47,3478,18,13,11,-1,0,0
11255,46,126,18,1255,1,-1,0,1
11256,50,3296,18,255,2,-1,0,0
11257,45,1771,18,50,2,-1,0,0
11258,38,446,18,373,4,-1,0,0
11259,50,200,18,18,6,-1,0,0
11260,43,5233,18,108,2,-1,0,0
11261,54,45,18,142,20,-1,0,0
11262,38,11,18,78,3,-1,0,0
11263,59,681,18,376,7,-1,0,0
11264,37,37,18,155,2,-1,0,0
11265,51,2682,18,56,1,-1,0,0
11266,58,2729,18,188,1,-1,0,0
11267,53,1776,18,443,7,-1,0,0
11268,59,479,18,326,1,-1,0,0
11269,60,11,18,802,3,-1,0,0
11270,47,1880,18,64,2,-1,0,0
11271,60,3916,18,18,5,-1,0,0
11272,45,220,18,89,4,-1,0,0
11273,36,386,18,359,2,-1,0,0
11274,37,523,18,257,2,-1,0,0
11275,44,608,18,19,30,-1,0,0
11276,45,2571,18,146,2,-1,0,0
11277,57,914,18,404,2,-1,0,0
11278,45,1152,18,234,2,-1,0,0
11279,38,519,18,13,14,-1,0,0
11280,36,9405,18,297,3,-1,0,0
11281,39,1967,18,156,9,-1,0,0
11282,52,0,18,636,12,-1,0,0
11283,49,1355,18,300,3,-1,0,0
11284,40,-1779,18,37,2,-1,0,0
11285,44,1059,18,2093,1,-1,0,1
11286,38,611,18,61,3,-1,0,0
11287,36,1024,18,111,2,-1,0,0
11288,31,671,18,704,4,-1,0,1
11289,42,3,18,45,3,-1,0,0
11290,44,692,18,73,4,-1,0,0
11291,40,4396,18,1195,2,-1,0,0
11292,50,280,18,61,23,-1,0,0
11293,41,2769,18,96,3,-1,0,0
11294,41,1245,18,140,3,-1,0,0
11295,57,4722,18,121,2,-1,0,0
11296,49,1050,18,84,5,-1,0,0
11297,33,3160,18,719,13,-1,0,0
11298,51,1238,18,48,10,-1,0,0
11299,51,1533,18,242,2,-1,0,0
11300,31,54,18,230,3,-1,0,0
11301,53,694,18,130,6,-1,0,0
11302,28,623,18,25,41,-1,0,0
11303,47,197,18,57,2,-1,0,0
11304,53,357,18,154,2,-1,0,0
11305,60,358,18,74,2,-1,0,0
11306,37,0,18,77,2,-1,0,0
11307,60,0,18,201,1,-1,0,0
11308,38,29125,18,313,2,-1,0,0
11309,58,5680,18,114,1,-1,0,0
11310,40,2357,18,66,3,-1,0,0
11311,50,193,18,305,6,-1,0,0
11312,60,415,18,49,2,-1,0,0
11313,37,12130,18,429,13,-1,0,0
11314,48,2582,18,51,4,-1,0,0
11315,45,359,18,41,8,-1,0,0
11316,47,165,18,99,3,-1,0,0
11317,51,1994,18,771,2,-1,0,1
11318,57,113,18,378,2,-1,0,0
11319,57,1236,18,152,9,-1,0,0
11320,44,0,18,491,3,-1,0,0
11321,38,1121,18,203,1,-1,0,0
11322,38,393,18,90,3,-1,0,0
11323,57,4244,18,626,5,-1,0,0
11324,46,1823,18,135,3,-1,0,0
11325,44,827,18,65,4,-1,0,0
11326,42,1371,18,125,8,-1,0,0
11327,49,507,18,16,14,-1,0,0
11328,54,1433,18,18,20,-1,0,0
11329,54,1455,18,90,4,-1,0,0
11330,59,1427,18,140,2,-1,0,0
11331,37,1104,18,15,8,-1,0,0
11332,39,1340,18,113,2,-1,0,0
11333,53,-257,18,249,5,-1,0,0
11334,49,2058,18,82,3,-1,0,0
11335,48,2261,18,445,3,-1,0,0
11336,32,607,18,1060,5,-1,0,1
11337,45,-687,18,92,2,-1,0,0
11338,36,946,18,255,3,-1,0,0
11339,58,2387,18,55,2,-1,0,0
11340,42,3236,18,521,11,-1,0,0
11341,44,20541,18,501,2,-1,0,0
11342,40,1670,18,161,2,-1,0,0
11343,57,4148,18,340,3,-1,0,0
11344,42,-303,18,40,3,-1,0,0
11345,47,504,18,156,3,-1,0,0
11346,39,0,18,375,2,-1,0,0
11347,52,0,18,161,1,-1,0,0
11348,57,7451,18,43,4,-1,0,0
11349,36,542,18,604,6,-1,0,0
11350,59,0,18,368,1,-1,0,0
11351,44,2092,18,452,1,-1,0,0
11352,41,219,18,1574,3,-1,0,1
11353,39,0,19,29,11,-1,0,0
11354,58,1826,19,47,3,-1,0,0
11355,60,987,19,102,13,-1,0,0
11356,46,110,19,113,14,-1,0,0
11357,36,537,19,160,6,-1,0,0
11358,48,649,19,136,2,-1,0,0
11359,50,5,19,170,7,-1,0,0
11360,44,2524,19,82,1,-1,0,0
11361,42,370,19,302,5,-1,0,0
11362,54,10662,19,256,1,-1,0,0
11363,50,748,19,147,1,-1,0,0
11364,47,1195,19,451,1,-1,0,0
11365,41,7509,19,575,1,-1,0,0
11366,41,1278,19,532,1,-1,0,0
11367,60,6313,19,39,2,-1,0,0
11368,54,4112,19,86,1,-1,0,0
11369,46,1188,19,675,5,-1,0,0
11370,59,4143,19,122,1,-1,0,0
11371,40,117,19,172,3,-1,0,0
11372,57,0,19,97,1,-1,0,0
11373,53,-112,19,394,1,-1,0,0
11374,50,306,19,37,1,-1,0,0
11375,39,410,19,266,4,-1,0,0
11376,52,0,19,297,1,-1,0,0
11377,51,107,19,593,1,-1,0,0
11378,55,2010,19,446,1,-1,0,0
11379,57,630,19,276,1,-1,0,0
11380,46,312,19,108,4,-1,0,0
11381,50,0,19,638,1,-1,0,0
11382,56,1906,19,45,9,-1,0,0
11383,38,499,19,240,6,-1,0,0
11384,59,1723,19,70,1,-1,0,0
11385,42,33,19,25,1,-1,0,0
11386,41,2,19,64,1,-1,0,0
11387,45,3626,19,2485,2,-1,0,0
11388,48,269,19,149,1,-1,0,0
11389,54,1925,19,348,3,-1,0,0
11390,38,-1007,19,71,1,-1,0,0
11391,50,-232,19,168,1,-1,0,0
11392,58,0,19,573,1,-1,0,0
11393,55,5874,19,229,1,-1,0,0
11394,58,1463,19,446,1,-1,0,0
11395,54,415,19,34,31,-1,0,0
11396,41,426,19,75,1,-1,0,0
11397,39,16,19,32,1,-1,0,0
11398,55,891,19,268,1,-1,0,0
11399,41,1,19,244,1,-1,0,0
11400,40,3316,19,102,3,-1,0,0
11401,53,4512,19,203,2,-1,0,0
11402,58,5087,19,252,1,-1,0,0
11403,51,884,19,50,1,-1,0,0
11404,49,148,19,13,1,-1,0,0
11405,58,3,19,188,5,-1,0,0
11406,37,678,19,395,1,-1,0,0
11407,40,0,19,61,1,-1,0,0
11408,55,38,19,63,1,-1,0,0
11409,55,477,19,170,1,-1,0,0
11410,42,692,19,207,1,-1,0,0
11411,43,0,19,147,1,-1,0,0
11412,44,11972,19,127,1,-1,0,0
11413,56,1663,19,22,1,-1,0,0
11414,49,848,19,109,1,-1,0,0
11415,51,3415,19,677,1,-1,0,0
11416,50,4045,19,167,1,-1,0,0
11417,43,4324,19,105,1,-1,0,0
11418,41,2636,19,318,1,-1,0,0
11419,54,0,19,220,1,-1,0,0
11420,45,825,19,140,1,-1,0,0
11421,40,273,19,1082,1,-1,0,0
11422,57,712,19,824,1,-1,0,0
11423,39,37,19,248,1,-1,0,0
11424,59,143,19,11,1,-1,0,0
11425,44,7177,19,89,2,-1,0,0
11426,44,1308,19,161,1,-1,0,0
11427,55,557,19,58,1,-1,0,0
11428,45,1381,19,653,2,-1,0,0
11429,59,2528,19,216,1,-1,0,0
11430,41,586,19,223,1,-1,0,0
11431,40,1358,19,96,1,-1,0,0
11432,43,1113,19,477,7,-1,0,0
11433,50,1179,19,30,1,-1,0,0
11434,36,47,19,159,1,-1,0,0
11435,59,1365,19,327,1,-1,0,0
11436,40,607,19,432,1,-1,0,0
11437,42,283,19,446,1,-1,0,0
11438,57,1621,19,108,1,-1,0,0
11439,46,1844,19,29,1,-1,0,0
11440,38,3053,19,178,1,-1,0,0
11441,40,5613,19,152,2,-1,0,0
11442,52,302,19,169,2,-1,0,0
11443,37,124,19,635,3,-1,0,0
11444,52,425,19,122,1,-1,0,0
11445,48,343,19,136,1,-1,0,0
11446,42,1401,19,69,1,-1,0,0
11447,37,0,19,129,3,-1,0,0
11448,46,641,19,201,1,-1,0,0
11449,41,3622,19,1135,4,-1,0,1
11450,45,351,19,66,1,-1,0,0
11451,57,5768,19,512,1,-1,0,1
11452,57,1795,19,818,1,-1,0,0
11453,36,1437,19,810,2,-1,0,0
11454,35,1833,19,138,1,-1,0,0
11455,52,3737,19,574,4,-1,0,0
11456,56,6005,19,44,6,-1,0,0
11457,37,253,19,145,2,-1,0,0
11458,41,271,19,196,2,-1,0,0
11459,48,334,19,270,2,-1,0,0
11460,54,211,19,200,2,-1,0,0
11461,50,4204,19,335,2,-1,0,0
11462,56,101,19,330,1,-1,0,0
11463,41,256,19,91,1,-1,0,0
11464,48,2961,19,361,1,-1,0,0
11465,51,2604,19,64,1,-1,0,0
11466,35,2808,19,221,12,-1,0,0
11467,40,1,19,84,3,-1,0,0
11468,48,1204,19,53,1,-1,0,0
11469,47,0,19,141,1,-1,0,0
11470,56,771,19,254,1,-1,0,0
11471,55,1580,19,1007,1,-1,0,1
11472,52,1409,19,224,1,-1,0,0
11473,38,62,19,212,1,-1,0,0
11474,52,2800,19,149,1,-1,0,0
11475,47,989,19,116,1,-1,0,0
11476,46,1712,19,110,1,-1,0,0
11477,56,216,19,77,1,-1,0,0
11478,37,47,19,374,3,-1,0,0
11479,38,2322,19,207,1,-1,0,0
11480,41,1,19,289,1,-1,0,0
11481,53,2774,19,193,1,-1,0,0
11482,40,2132,19,143,1,-1,0,0
11483,55,10183,19,106,1,-1,0,0
11484,47,823,19,191,3,-1,0,0
11485,42,0,19,370,1,-1,0,0
11486,54,6449,19,487,1,-1,0,0
11487,49,98,19,534,1,-1,0,0
11488,49,563,19,84,1,-1,0,0
11489,44,1127,19,118,4,-1,0,0
11490,47,0,19,284,1,-1,0,0
11491,51,4711,19,253,1,-1,0,0
11492,46,1120,19,786,1,-1,0,0
11493,59,0,19,239,1,-1,0,0
11494,50,1389,19,162,3,-1,0,0
11495,38,338,19,219,2,-1,0,0
11496,39,4,19,185,1,-1,0,0
11497,58,5087,19,135,1,-1,0,0
11498,41,-378,19,252,2,-1,0,0
11499,45,9711,19,416,3,-1,0,0
11500,36,3972,19,32,1,-1,0,0
11501,46,2441,19,217,2,-1,0,0
11502,56,411,19,145,4,-1,0,0
11503,24,691,19,93,2,-1,0,0
11504,51,1938,19,61,1,-1,0,0
11505,29,508,19,262,5,-1,0,0
11506,42,22,19,246,3,-1,0,0
11507,51,3134,19,92,3,-1,0,0
11508,53,1319,19,1318,3,-1,0,1
11509,23,-782,19,197,10,-1,0,0
11510,47,5735,19,282,4,-1,0,0
11511,55,2152,19,922,2,-1,0,1
11512,52,0,19,163,3,-1,0,0
11513,50,1857,19,26,2,-1,0,0
11514,48,13501,19,63,2,-1,0,0
11515,37,0,19,176,2,-1,0,0
11516,39,2843,19,585,1,-1,0,1
11517,53,2955,19,605,1,-1,0,0
11518,20,66,19,75,2,-1,0,0
11519,38,634,19,211,2,-1,0,0
11520,36,1352,19,2028,1,-1,0,1
11521,57,209,19,453,1,-1,0,0
11522,28,237,19,498,7,-1,0,0
11523,40,2469,19,202,2,-1,0,0
11524,40,35,19,40,1,-1,0,0
11525,50,59,19,184,1,-1,0,0
11526,55,5109,19,55,1,-1,0,0
11527,40,0,19,952,4,-1,0,1
11528,55,868,19,207,1,-1,0,0
11529,36,0,19,238,1,-1,0,0
11530,53,828,19,232,1,-1,0,0
11531,38,207,19,76,2,-1,0,0
11532,35,23,19,113,2,-1,0,0
11533,44,17,19,153,14,-1,0,0
11534,60,652,19,525,1,-1,0,0
11535,55,179,19,97,1,-1,0,0
11536,54,3846,19,216,2,-1,0,0
11537,39,0,19,142,1,-1,0,0
11538,54,774,19,290,1,-1,0,0
11539,39,6495,19,280,3,-1,0,0
11540,52,422,19,559,1,-1,0,0
11541,46,63,19,235,1,-1,0,0
11542,51,91,19,368,2,-1,0,0
11543,56,5310,19,74,1,-1,0,0
11544,52,1282,19,148,5,-1,0,0
11545,55,1537,19,359,1,-1,0,0
11546,44,1669,19,64,2,-1,0,0
11547,59,1115,19,834,1,-1,0,1
11548,36,4280,19,227,6,-1,0,0
11549,42,587,19,16,9,-1,0,0
11550,57,1070,19,73,1,-1,0,0
11551,37,796,19,104,1,-1,0,0
11552,57,461,19,69,2,-1,0,0
11553,43,1138,19,65,1,-1,0,0
11554,39,2860,19,133,1,-1,0,0
11555,56,2558,19,288,1,-1,0,0
11556,55,0,19,120,1,-1,0,0
11557,49,3022,19,38,1,-1,0,0
11558,38,48,19,43,3,-1,0,0
11559,41,876,19,78,1,-1,0,0
11560,46,148,19,166,1,-1,0,0
11561,47,759,19,30,2,-1,0,0
11562,36,4011,19,10,16,-1,0,0
11563,36,1923,19,219,1,-1,0,0
11564,48,-110,19,164,2,-1,0,0
11565,52,98,19,148,1,-1,0,0
11566,37,313,19,11,7,-1,0,0
11567,36,-453,19,130,1,-1,0,0
11568,51,-267,19,208,2,-1,0,0
11569,59,1071,19,140,1,-1,0,0
11570,41,6025,19,559,1,-1,0,0
11571,57,2020,19,93,4,-1,0,0
11572,46,626,19,177,2,-1,0,0
11573,42,241,19,405,2,-1,0,0
11574,45,-52,19,202,1,-1,0,0
11575,39,1986,19,367,1,-1,0,0
11576,55,202,19,60,1,-1,0,0
11577,36,472,19,1017,1,-1,0,0
11578,43,1937,19,385,1,-1,0,0
11579,48,3062,19,237,5,-1,0,0
11580,53,76,19,237,2,-1,0,0
11581,28,593,19,202,1,-1,0,0
11582,28,182,19,153,1,-1,0,0
11583,25,722,19,172,1,-1,0,0
11584,38,2674,19,163,2,-1,0,0
11585,51,2843,19,97,2,-1,0,0
11586,28,2340,19,399,1,-1,0,0
11587,26,-157,19,60,1,-1,0,0
11588,26,1028,19,431,1,-1,0,0
11589,54,52,19,184,3,-1,0,0
11590,29,7836,19,155,1,-1,0,0
11591,52,-309,19,500,2,-1,0,1
11592,50,3374,19,27,2,-1,0,0
11593,44,168,19,167,2,-1,0,0
11594,37,121,19,89,2,-1,0,0
11595,39,2453,19,92,2,-1,0,0
11596,28,940,19,296,1,-1,0,0
11597,29,613,19,779,1,-1,0,0
11598,47,0,19,563,2,-1,0,0
11599,38,1403,19,146,2,-1,0,0
11600,35,250,19,92,2,-1,0,0
11601,40,-108,19,149,3,-1,0,0
11602,48,7,19,354,7,-1,0,0
11603,47,4923,19,121,3,-1,0,0
11604,40,20,19,106,2,-1,0,0
11605,41,5736,19,136,2,-1,0,0
11606,26,-859,19,297,1,-1,0,0
11607,25,1782,19,549,1,-1,0,0
11608,28,1331,19,267,2,-1,0,0
11609,35,2228,19,461,2,-1,0,0
11610,38,435,19,117,2,-1,0,0
11611,29,732,19,409,1,-1,0,0
11612,23,299,19,104,1,-1,0,0
11613,55,136,19,15,10,-1,0,0
11614,61,50,19,216,2,-1,0,0
11615,29,0,19,211,1,-1,0,0
11616,36,2022,19,71,2,-1,0,0
11617,48,237,19,18,18,-1,0,0
11618,42,625,19,651,3,-1,0,1
11619,45,377,19,835,3,-1,0,1
11620,41,246,19,683,3,-1,0,1
11621,45,870,19,258,2,-1,0,0
11622,43,682,19,156,6,-1,0,0
11623,27,61,19,1012,1,-1,0,1
11624,45,-198,19,130,25,-1,0,0
11625,44,148,19,311,2,-1,0,0
11626,42,923,19,129,2,-1,0,0
11627,47,176,19,91,2,-1,0,0
11628,37,5700,19,49,2,-1,0,0
11629,39,1473,19,112,4,-1,0,0
11630,45,3388,19,36,7,-1,0,0
11631,39,1046,19,112,4,-1,0,0
11632,25,-191,19,958,7,-1,0,1
11633,38,1686,19,9,28,-1,0,0
11634,34,6053,19,26,5,-1,0,0
11635,41,2184,19,91,2,-1,0,0
11636,57,789,19,2635,3,-1,0,0
11637,49,1115,19,138,9,-1,0,0
11638,46,341,19,318,2,-1,0,0
11639,49,226,19,326,5,-1,0,0
11640,58,2445,19,1403,3,-1,0,0
11641,50,0,20,179,2,-1,0,0
11642,43,6835,20,262,2,-1,0,0
11643,41,4178,20,168,2,-1,0,0
11644,37,1818,20,193,11,-1,0,0
11645,53,208,20,333,15,-1,0,0
11646,45,0,20,50,2,-1,0,0
11647,43,-19,20,241,2,-1,0,0
11648,37,2685,20,187,2,-1,0,0
11649,56,1062,20,37,2,-1,0,0
11650,50,17,20,189,2,-1,0,0
11651,59,602,20,89,3,-1,0,0
11652,53,0,20,101,2,-1,0,0
11653,36,408,20,112,3,-1,0,0
11654,36,2562,20,489,2,-1,0,0
11655,41,143,20,141,4,-1,0,0
11656,56,-1968,20,60,3,-1,0,0
11657,39,610,20,241,2,-1,0,0
11658,50,89,20,35,2,-1,0,0
11659,50,-141,20,61,2,-1,0,0
11660,50,29,20,135,5,-1,0,0
11661,38,3054,20,24,11,-1,0,0
11662,46,4064,20,62,4,-1,0,0
11663,57,887,20,43,8,-1,0,0
11664,57,570,20,75,2,-1,0,0
11665,52,5614,20,177,3,-1,0,0
11666,49,912,20,170,2,-1,0,0
11667,57,2266,20,42,5,-1,0,0
11668,35,2830,20,22,12,-1,0,0
11669,50,480,20,99,5,-1,0,0
11670,56,438,20,139,2,-1,0,0
11671,54,-51,20,198,10,-1,0,0
11672,39,4899,20,394,2,-1,0,0
11673,60,2868,20,42,7,-1,0,0
11674,28,103,20,41,28,-1,0,0
11675,45,360,20,98,2,-1,0,0
11676,52,1624,20,114,3,-1,0,0
11677,56,52,20,191,3,-1,0,0
11678,37,2209,20,167,2,-1,0,0
11679,30,34,20,238,3,-1,0,0
11680,41,1273,20,73,3,-1,0,0
11681,51,37,20,206,2,-1,0,0
11682,59,6955,20,179,10,-1,0,0
11683,39,490,20,44,3,-1,0,0
11684,56,1860,20,129,5,-1,0,0
11685,41,3135,20,160,3,-1,0,0
11686,50,67,20,156,3,-1,0,0
11687,57,0,20,512,2,-1,0,0
11688,36,1173,20,50,5,-1,0,0
11689,38,2978,20,65,2,-1,0,0
11690,32,1873,20,23,24,-1,0,0
11691,58,4015,20,106,3,-1,0,0
11692,38,746,20,256,3,-1,0,0
11693,48,7,20,633,2,-1,0,0
11694,42,1002,20,109,3,-1,0,0
11695,56,337,20,99,2,-1,0,0
11696,40,746,20,246,3,-1,0,0
11697,56,770,20,59,3,-1,0,0
11698,60,662,20,241,4,-1,0,0
11699,36,1736,20,63,1,-1,0,0
11700,37,847,20,54,1,-1,0,0
11701,46,3494,20,87,1,-1,0,0
11702,59,-162,20,122,1,-1,0,0
11703,43,519,20,973,2,-1,0,1
11704,46,4,20,166,1,-1,0,0
11705,39,0,20,375,1,-1,0,0
11706,56,3,20,111,1,-1,0,0
11707,43,1794,20,35,1,-1,0,0
11708,51,806,20,32,1,-1,0,0
11709,46,0,20,625,1,-1,0,0
11710,55,0,20,124,1,-1,0,0
11711,58,683,20,157,2,-1,0,0
11712,60,1690,20,1467,4,-1,0,1
11713,53,2057,20,134,1,-1,0,0
11714,53,472,20,325,1,-1,0,0
11715,38,15477,20,114,2,-1,0,0
11716,48,5320,20,792,1,-1,0,1
11717,50,261,20,155,1,-1,0,0
11718,35,250,20,170,1,-1,0,0
11719,45,1006,20,124,1,-1,0,0
11720,38,0,20,111,1,-1,0,0
11721,49,443,20,25,11,-1,0,0
11722,35,1465,20,40,1,-1,0,0
11723,57,1054,20,25,3,-1,0,0
11724,47,194,20,368,2,-1,0,0
11725,40,2135,20,95,1,-1,0,0
11726,44,522,20,911,1,-1,0,1
11727,53,1777,20,253,1,-1,0,0
11728,59,279,20,41,1,-1,0,0
11729,55,0,20,398,2,-1,0,0
11730,56,4365,20,361,1,-1,0,0
11731,45,550,20,97,1,-1,0,0
11732,31,224,20,20,19,-1,0,0
11733,49,1119,20,493,1,-1,0,0
11734,42,297,20,65,1,-1,0,0
11735,45,4994,20,48,1,-1,0,0
11736,26,-46,20,382,7,-1,0,1
11737,40,224,20,606,1,-1,0,0
11738,46,457,20,74,1,-1,0,0
11739,52,1697,20,153,1,-1,0,0
11740,52,2269,20,1210,1,-1,0,1
11741,50,396,20,716,2,-1,0,1
11742,42,0,20,158,1,-1,0,0
11743,54,2281,20,158,1,-1,0,0
11744,48,0,20,139,1,-1,0,0
11745,57,9689,20,313,1,-1,0,0
11746,43,0,20,273,1,-1,0,0
11747,44,-1746,20,218,1,-1,0,0
11748,43,1517,20,45,1,-1,0,0
11749,52,1545,20,115,4,-1,0,0
11750,43,0,20,280,1,-1,0,0
11751,35,165,20,109,1,-1,0,0
11752,51,0,20,179,3,-1,0,0
11753,42,61,20,115,1,-1,0,0
11754,44,-254,20,25,1,-1,0,0
11755,56,310,20,75,4,-1,0,0
11756,42,3717,20,235,1,-1,0,0
11757,38,933,20,95,2,-1,0,0
11758,35,347,20,231,1,-1,0,0
11759,41,24055,20,132,1,-1,0,0
11760,47,1917,20,39,2,-1,0,0
11761,44,2886,20,31,1,-1,0,0
11762,50,-1137,20,64,1,-1,0,0
11763,54,386,20,838,1,-1,0,1
11764,38,1604,20,1276,1,-1,0,0
11765,43,584,20,27,1,-1,0,0
11766,39,759,20,100,1,-1,0,0
11767,43,1,20,188,1,-1,0,0
11768,58,5523,20,141,1,-1,0,0
11769,44,0,20,144,1,-1,0,0
11770,57,468,20,329,1,-1,0,0
11771,57,0,20,45,4,-1,0,0
11772,40,5807,20,98,1,-1,0,0
11773,44,179,20,75,3,-1,0,0
11774,44,10984,20,258,18,-1,0,0
11775,40,109,20,402,22,-1,0,0
11776,54,1463,20,60,1,-1,0,0
11777,40,1876,20,269,1,-1,0,0
11778,56,0,20,422,1,-1,0,1
11779,37,1038,20,307,3,-1,0,0
11780,57,9311,20,485,3,-1,0,0
11781,50,0,20,174,1,-1,0,0
11782,57,9103,20,1098,2,-1,0,1
11783,30,457,20,115,20,-1,0,0
11784,43,126,20,351,2,-1,0,0
11785,46,0,20,62,2,-1,0,0
11786,41,0,20,89,1,-1,0,0
11787,43,0,20,113,1,-1,0,0
11788,49,923,20,471,2,-1,0,0
11789,36,1355,20,256,8,-1,0,0
11790,55,5,20,108,1,-1,0,0
11791,41,167,20,48,1,-1,0,0
11792,38,1005,20,76,12,-1,0,0
11793,35,14,20,35,1,-1,0,0
11794,55,1735,20,375,2,-1,0,0
11795,47,287,20,63,1,-1,0,0
11796,52,0,20,166,1,-1,0,0
11797,41,-206,20,342,1,-1,0,0
11798,36,0,20,332,3,-1,0,0
11799,56,878,20,123,3,-1,0,0
11800,53,-223,20,160,1,-1,0,0
11801,57,1466,20,326,1,-1,0,0
11802,56,3164,20,245,3,-1,0,0
11803,44,2400,20,82,1,-1,0,0
11804,40,408,20,37,4,-1,0,0
11805,41,0,20,95,1,-1,0,0
11806,47,2559,20,374,1,-1,0,0
11807,36,977,20,172,2,-1,0,0
11808,45,0,20,74,2,-1,0,0
11809,57,27069,20,174,3,-1,0,0
11810,48,3260,20,111,3,-1,0,0
11811,56,665,20,109,2,-1,0,0
11812,46,296,20,205,4,-1,0,0
11813,56,0,20,471,2,-1,0,0
11814,27,-48,20,168,2,-1,0,0
11815,38,0,20,211,2,-1,0,0
11816,60,0,20,105,2,-1,0,0
11817,25,-306,20,534,3,-1,0,0
11818,37,43,20,250,3,-1,0,0
11819,41,-771,20,343,2,-1,0,0
11820,42,-215,20,1573,5,-1,0,1
11821,56,549,20,181,2,-1,0,0
11822,47,302,20,89,3,-1,0,0
11823,28,-494,20,232,2,-1,0,0
11824,49,557,20,126,5,-1,0,0
11825,56,5879,20,237,3,-1,0,0
11826,51,3045,20,208,2,-1,0,0
11827,60,196,20,583,3,-1,0,0
11828,50,1098,20,174,3,-1,0,0
11829,36,7123,20,26,17,-1,0,0
11830,52,1500,20,109,3,-1,0,0
11831,51,1295,20,288,2,-1,0,0
11832,43,672,20,14,6,-1,0,0
11833,20,-322,20,73,4,-1,0,0
11834,36,44,20,11,2,-1,0,0
11835,47,1111,20,415,4,-1,0,0
11836,39,470,20,44,2,-1,0,0
11837,53,3975,20,23,2,-1,0,0
11838,38,348,20,446,1,-1,0,0
11839,29,908,20,1663,1,-1,0,1
11840,60,4722,20,459,3,-1,0,0
11841,43,506,20,398,1,-1,0,0
11842,47,1694,20,560,3,-1,0,1
11843,55,16,20,64,1,-1,0,0
11844,42,-9,20,248,1,-1,0,0
11845,39,80,20,124,2,-1,0,0
11846,51,495,20,154,8,-1,0,0
11847,57,-92,20,1617,1,-1,0,1
11848,39,-251,20,421,6,-1,0,0
11849,60,1393,20,591,6,-1,0,0
11850,47,1121,20,454,6,-1,0,0
11851,57,5,20,165,2,-1,0,0
11852,37,1549,20,161,7,-1,0,0
11853,40,0,20,618,4,-1,0,0
11854,38,293,20,70,2,-1,0,0
11855,41,2067,20,120,4,-1,0,0
11856,36,207,20,1478,5,-1,0,0
11857,47,33,20,14,25,-1,0,0
11858,56,475,20,110,4,-1,0,0
11859,46,101,20,40,4,-1,0,0
11860,40,188,20,570,2,-1,0,1
